blue,6.00449,
blue,6.35773,
blue,6.23998,
blue,5.65134,
blue,5.29815,
blue,5.06269,
blue,4.89451,
blue,4.89451,
blue,4.89451,
blue,4.89451,
blue,4.72167,
blue,4.72167,
blue,4.72167,
blue,4.68745,
blue,4.8898,
blue,4.8898,
blue,4.8898,
blue,4.8898,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.74891,
blue,4.69577,
blue,4.69577,
blue,4.69577,
blue,4.69577,
blue,4.69577,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.67407,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
blue,4.65547,
